Finnish;English;Hungarian
vähäarvoinen tuote;a low value product, insignificant;alacsony értékű termék
huomionarvoinen esimerkki;a noteworthy, notable example;figyelemre méltó példa
kullanarvoinen tilaisuus;an opportunity worth its weight in gold;aranyat érő lehetőség
samanarvoinen asema;an equal position;egyenértékű pozíció
5 000 euron arvoinen kiinteistö;a property worth 5,000 euros;5 000 eurós ingatlan
tuhansien eurojen arvoinen taideteos;a work of art worth thousands of euros;többezer eurót érő műalkotás
30 euron arvoinen ostos;a purchase worth 30 euros;30 eurós vásárlás
tuhannen euron arvoinen rannekello;a watch worth a thousand euros;ezer eurós karóra
mitalin arvoinen suoritus;a medal-worthy performance;érdemérmes teljesítmény
harkinnan arvoinen tarjous;an offer worth considering;megfontolandó ajánlat
luottamuksen arvoinen esimies;a trustworthy employer;bízható főnök
ajokuntoinen auto;a driveable, roadworthy car;vezethető autó
asekuntoinen nuorukainen;a youngster fit for military service;katonai szolgálatra alkalmas fiatal
epäkuntoinen laite;a broken, malfunctioning, unusable device;hibás készülék
huonokuntoinen talo;an unsound house, in bad condition;rossz állapotú ház
huonokuntoinen henkilö;an unfit person;alkalmatlan személy
hyväkuntoinen auto;a sound car, in good condition;jó állapotú autó
hyväkuntoinen juoksija;a fit runner;edzett futó
käyttökuntoinen piano;a piano that's in working order, usable;használatra kész zongora
toimintakuntoinen järjestelmä;an operational, operable system;működő rendszer
työkuntoinen työnhakija;a job seeker fit to work;munkaalkalmas álláskereső
alitehoinen koneisto;underpowered machinery;alulterhelt gépezet
heikkotehoinen moottori;a low-powered engine;gyenge teljesítményű motor
nopeatehoinen nukutusaine;a fast-acting anaesthetic;gyors hatású altatószer
pienitehoinen moottoripyörä;a low-power motorcycle;alacsony teljesítményű motor
suuritehoinen ydinvoimala;a high-power power plant;nagy teljesítményű atomerőmű
aivojen vajaatehoinen toiminta;impaired brain function;csökkent agyműködés
korkeatasoinen suoja;a high-level protection;magas szintű védelem
matalatasoinen tulehdus;low-level infection;alacsony szintű gyulladás
keskitasoinen riski;an average, medium risk;átlagos kockázat
monitasoinen hallinto;multilevel governance;többszintű irányítás
yliopistotasoinen;university level;egyetemi szintű
eritasoinen kehitys;a development of a different level;különböző szintű fejlődés
samantasoinen palvelu;a same-level service;azonos szintű szolgáltatás
salaliittoteorian tasoinen aihe;a conspiracy theory level topic;összeesküvés-elmélet szintű téma
IFK:n tasoinen joukkue;an IFK level team;IFK szintű csapat
Michelin-tasoinen ruoka;Michelin level food;Michelin szintű étel
Mike Tysonin -tasoinen nyrkkeilijä;a Mike Tyson level boxer;Mike Tyson szintű ökölvívó
vauvaikäinen lapsi;an infant child;csecsemőkorú gyermek
imeväisikäinen lapsi;an infant child of nursing age;szoptatós korú csecsemő
vaippaikäinen lapsi;a diaper-aged child;peluskorú gyermek
leikki-ikäinen lapsi;a toddler-aged child;toddlers korú gyermek
esikouluikäinen poika;a preschool age boy;óvodáskorú fiú
kouluikäinen tyttö;a school age girl;iskoláskorú lány
peruskouluikäinen lapsi;a primary school age child;általános iskoláskorú gyermek
kasvuikäinen lapsi;a child of growing age;növekedésben lévő gyermek
teini-ikäinen poika;a teenage boy;tini fiú
murrosikäinen tyttö;a pubescent girl;pubertáskorú lány
työikäinen mies;a working age man;munkaképes korú férfi
alaikäinen lapsi;a minor child;kiskorú gyermek
täysi-ikäinen mies;an adult man;nagykorú férfi
keski-ikäinen äiti;a middle-aged mother;középkorú anya
pitkäikäinen avioliitto;a long-lasting marriage;hosszú életű házasság
lyhytikäinen rauha;a short-lived peace;rövid életű béke
elinikäinen;a lifelong friendship;élethosszig tartó barátság
samanikäinen ystävä;a same-age friend;azonos korú barát
kahden vuoden ikäinen poika;a two-year-old boy;kétéves fiú
vuoden ikäinen lapsi;a one-year-old child;egy éves gyermek
muutaman kuukauden ikäinen vauva;a few months old baby;néhány hónapos csecsemő
suurikokoinen kissarotu;a large cat breed, "of large size";nagytestű macskafajta
isokokoinen mies;a large man, "of large size";nagy férfi
pienikokoinen älypuhelin;a small, compact smartphone, "of small size";kicsi okostelefon
pienoiskokoinen leikkimökki;a miniature playhouse "miniature-sized";miniatűr játszóház
miniatyyrikokoinen veistos;a miniature-sized sculpture;miniatűr szobor
minikokoinen retkikeitin;a tiny, small-size camping stove;apró kempingfőző
jättiläiskokoinen patsas;a gigantic statue, "of giant size";óriási szobor
keskikokoinen mies;a medium size, average size man;közepes termetű férfi
normaalikokoinen ovi;a normal size door;normál méretű ajtó
standardikokoinen näyttö;a standard-sized screen;standard méretű képernyő
vakiokokoinen tulostin;a standard-sized printer;standard méretű nyomtató
matkakokoinen peli;a travel-size game;utazó méretű játék
taskukokoinen sanakirja;a pocket-sized dictionary;zsebméretű szótár
nyrkinkokoinen kasvain;a fist-sized tumor (also nyrkin kokoinen);ököl nagyságú daganat
samankokoinen pusero;a same-size blouse (also saman kokoinen);azonos méretű blúz
käytännöllisen kokoinen laukku;a practically sized bag;praktikus méretű táska
peukalon kokoinen pala inkivääriä;a thumb-sized piece of ginger; hüvelykujj nagyságú gyömbérdarab
ihmisen pään kokoinen kivi;a stone the size of a human head;emberi fej nagyságú kő
400 neliön kokoinen talo;a 400 sqm house;400 négyzetméteres ház
sopivan kokoinen pesukone;a suitably sized washing machine;megfelelő méretű mosógép
erisuuruinen palkkio;a different amount (size) of reward;különböző összegű jutalom
vakiosuuruinen jännite;a constant voltage, same amount continuously;állandó feszültség
samansuuruinen maksu;a payment of the same amount (also saman suuruinen);azonos összegű díj
vastaavansuuruinen;equivalent, of similar / equal size (also vastaavan suuruinen);egyenértékű, hasonló nagyságú
43 euron suuruinen rikosuhrimaksu;a crime victim fee of 43 euros;43 eurós áldozati díj
20 000 euron suuruinen apuraha;a grant of 20 000 euros;20 000 eurós ösztöndíj
satojen eurojen suuruinen huijaus;a scam of hundreds of euros;sokszáz eurós csalás
360 dollarin suuruinen sakkorangaistus;a fine of 360 dollars;360 dolláros bírság
sadan hehtaarin suuruinen niitty;a hundred-acre meadow;száz hektáros rét
20 tuhannen neliömetrin suuruinen palatsi;a palace of 20 thousand square meters;20 000 négyzetméteres palota
alamittainen kala;an undersized fish, below the desired size;alulméretezett hal
keskimittainen mies;a man of average size / height / build;átlagos termetű férfi
laajamittainen korjaus;a large-scale repair;nagy léptékű javítás
määrämittainen kaapeli;a cable of fixed length;előre meghatározott hosszúságú kábel
samanmittainen mies;a man with the same measurements (also saman mittainen);azonos méretű férfi
standardimittainen tuote;a standard size product;standard méretű termék
suurimittainen katastrofi;a large-scale catastrophe;nagy léptékű katasztrófa
täysimittainen sisällissota;a full-blown civil war; teljes körű polgárháború
kahden vuoden mittainen tuomio;a two-year sentence;kétéves ítélet
vuosien mittainen oikeustaistelu;years of legal struggle;évekig tartó jogi küzdelem
kolmen viikon mittainen työkokemus;three weeks of work experience;három hetes munkatapasztalat
muutaman sadan metrin mittainen matka;a distance of a few hundred meters;néhány száz méteres távolság
20 millimetrin mittainen kovakuoriainen;a 20 mm long beetle;20 milliméter hosszú bogár
puolikiloinen ahven;a half-kilo perch;félkilós sügér
parikiloinen hauki;a pike of a couple of kilos;párkilós csuka
viisikiloinen lohi;a five-kilo salmon;ötkilós lazac
satakiloinen kivi;a 100-kilo rock;százkilós kő
15-kiloinen jättihauki;a 15-kilo giant pike;15 kilós óriáscsuka
69-kiloinen urheilija;a 69-kilo sportsman;69 kilós sportoló
90-kiloinen alligaattori;a 90-kilo alligator;90 kilós aligátor
tuskin 40-kiloinen nainen;a woman of barely 40 kilos;alig 40 kilós nő
190-senttinen mies;a 190-centimeter man;190 centiméter magas férfi
33-senttinen lisko;a 33-centimeter lizard;33 centiméteres gyík
160-senttinen malli;a 160-centimeter model;160 centiméteres modell
3-metrinen krokotiili;a 3-meter crocodile;3 méteres krokodil
2428-metrinen kiitorata;a 2428-meter runway;2428 méteres kifutópálya
10-metrinen vapaapotku;a 10-meter free kick;10 méteres szabadrúgás
200-metrinen betoniseinä;a 200-meter concrete wall;200 méteres betonfal
85-metrinen heitto;an 85-meter throw;85 méteres dobás
450-kuutioinen moottoripyörä;a 450-cubic motorcycle;450 köbcentis motorkerékpár
1600-kuutioinen moottori;a 1600-cubic engine;1600 köbcentis motor
1800-kuutioinen Harley-Davidson;an 1800-cc Harley-Davidson;1800 köbcentis Harley-Davidson
polvipituinen hame;a knee-length skirt;térdig érő szoknya
lantiopituinen jakku;a hip-length jacket;csípőig érő dzseki
nilkkapituinen mekko;an ankle-length dress;bokáig érő ruha
pohjepituinen hame;a calf-length skirt;vádliig érő szoknya
vyötäröpituinen takki;a waist-length coat;derékig érő kabát
normaalipituinen mies;a man of normal height;átlagos magasságú férfi
samanpituinen mies;a man of the same height;azonos magasságú férfi
eripituinen loma;a vacation of a different length;különböző hosszúságú szabadság
tasapituinen otsatukka;an even-length fringe;egyenes hosszúságú frufru
kuuden vuoden pituinen suhde;a six-year relationship, a length of six years;hatéves kapcsolat
10 vuoden pituinen sopimus;a 10-year contract, a length of 10 years;10 éves szerződés
viikon pituinen pakkasjakso;a week-long frost period;egy hetes fagyos időszak
kuukauden pituinen lomamatka;a month-long holiday trip;egy hónapos nyaralás
kahden metrin pituinen turvaväli;a safe distance of two meters;kétméteres biztonsági távolság
54 kilometrin pituinen matka;a journey of 54 kilometers;54 kilométeres út
minkähintainen?;what price (also minkä hintainen);mennyi az ára?
samanhintainen tuote;a similarly priced product (also saman hintainen);azonos árú termék
keskihintainen auto;an average priced car;átlagárú autó
normaalihintainen tuote;a normal price product (ie. not reduced in price);normál árú termék
sopuhintainen pesukone;an affordable washing machine;megfizethető mosógép
kohtuuhintainen asunto;an affordable apartment;elfogadható árú lakás
huokeahintainen hääpuku;an affordable wedding dress;megfizethető menyasszonyi ruha
halpahintainen temppu;a cheap, trashy trick;olcsó trükk
euron hintainen ateria;a meal priced at one euro;egy eurós étkezés
kolmen euron hintainen pihvi;a steak priced at three euros;három eurós steak
viiden euron hintainen pusero;a sweater priced at five euros;öt eurós pulóver
parin tonnin hintainen moottoripyörä;a motorcycle priced at a couple of thousand;két ezer eurós motorkerékpár
sopivan hintainen asunto;a suitably priced apartment;megfelelő árú lakás
meille oikean hintainen asunto;an apartment of the right price for us;számunkra megfelelő árú lakás
siedettävän hintainen tarjous;a tolerable price offer;elfogadható árú ajánlat
järkevän hintainen sijoitus;a reasonably priced investment;értelmes árú befektetés
nelisivuinen kirje;a four-page letter;négyoldalas levél
monisivuinen lista;a multipage list;többoldalas lista
muutamasivuinen lehtinen;a leaflet of a couple of pages;néhány oldalas prospektus
erisivuinen kolmio;a scalene triangle (geometry term);különböző oldalú háromszög
100-sivuinen kirja;a 100-page book;100 oldalas könyv
1300-sivuinen sopimus;a 1300-page contract;1300 oldalas szerződés
43-sivuinen raportti;a 43-page report;43 oldalas jelentés
yksivaiheinen järjestelmä;single phase system;egyfázisú rendszer
kaksivaiheinen prosessi;biphasic, two-phase process;kétfázisú folyamat
kolmivaiheinen muutos;triphasic, three-phase transformation;háromfázisú átalakulás
monivaiheinen menettely;multiphase procedure;többlépcsős eljárás
yksiosainen sanakirja;one-piece, one-part dictionary;egyrészes szótár
kaksiosainen nimi;two-piece, two-part name;kétrészes név
kolmiosainen tv-sarja;three-part tv series;háromrészes tévésorozat
neliosainen strategie;four-part strategy;négy részes stratégia
moniosainen sanakirja;multi-part dictionary;többrészes szótár
vähäosainen perhe;an underprivileged family (socially / economically);hátrányos helyzetű család
parempiosainen perhe;a better-off family (socially / economically);jobban élő család
moninkertainen käyttö;multiple use;többszörös felhasználás
kaksinkertainen verotus;twofold, double taxation;kettős adóztatás
kolminkertainen voittaja;a threefold winner;háromszoros győztes
nelinkertainen maailmanmesteri;a four-time world champion;négyes világbajnok
kymmenkertainen voittaja;a ten-time winner;tízszeres győztes
edelliskertainen teema;the theme from last time;előző alkalmi téma
tämänkertainen voittaja;this time's winner (also tämän kertainen);ez alkalom győztese
ainutkertainen ilmiö;a unique phenomenon;egyetlen jelenség
keskinkertainen menestys;a mediocre success;közepes siker
yksinkertainen vastaus;a simple answer;egyszerű válasz
16-kertainen riski normaalitilanteen verrattuna;16-fold risk compared to normal;16-szoros kockázat a normálhoz képest
10-kertainen energiatiheys tyypillisiin akkuihin nähden;10 times the energy density of typical batteries;10-szeres energiasűrűség a tipikus akkukhoz képest
20-kertainen ero;a 20-fold difference;20-szoros különbség
12-kertainen palkka viime vuoteen verrattuna;12 times the salary of last year;12-szeres fizetés az előző évhez képest
kolmijäseninen toimikunta;a three-member committee;háromtagú bizottság
monijäseninen komitea;a multi-member committee;többtagú bizottság
kuusijäseninen johtokunta;a six-member executive board;hattagú igazgatótanács
7-jäseninen ryhmä;a group of 7 members;7 tagú csoport
30-jäseninen valtuusto;a 30-member council;30 tagú tanács
40-jäseninen orkesteri;a 40-member orchestra;40 tagú zenekar
700-oppilainen koulupiiri;a 700-student school district;700 tanulós iskolakörzet
500-oppilainen alakoulu;a 500-student elementary school;500 tanulós általános iskola
24-oppilainen luokka;a 24-student class;24 tanulós osztály
yksipaikkainen lentokone;a single-seater aircraft;egyszemélyes repülőgép
tuhatpaikkainen teatteri;a thousand-seat theater;ezer férőhelyes színház
8000-paikkainen stadion;an 8000-seat stadium;8000 férőhelyes stadion
10-paikkainen teho-osasto;a 10-bed ICU;10 ágyas intenzív osztály
68-paikkainen kenttäsairaala;a 68-bed field hospital;68 ágyas tábori kórház
17-paikkainen hoitokoti;a 17-bed nursing home;17 ágyas idősotthon
osa-aikainen työ;a part-time job;részmunkaidős munka
kokoaikainen työ;a full-time job;teljes munkaidős munka
samanaikainen tapahtuma;simultaneous event (also saman aikainen);egyszerre zajló esemény
väliaikainen;temporary;ideiglenes
määräaikainen;fixed term;határozott idejű
viimeaikainen;recent;friss, nemrég történt
vanhanaikainen;old-fashioned;régi divatú
lyhytaikainen;short-lived;rövid életű
pitkäaikainen;long-term;hosszú távú
ennenaikainen;premature;korai, idő előtti
elinaikainen;lifelong;élethosszig tartó
elämänaikainen;during life;életidejű
reaaliaikainen;real time;valós idejű
sota-aikainen, sodanaikainen;wartime;háborús
keskiaikainen;medieval;középkori
viikinkiaikainen;from the Viking Age;vikings kori
Kiinan Ming-dynastian aikainen astia;A Chinese Ming Dynasty dish ("from the time of");Kínai Ming-dinasztia kori ("idejéből")
toisen maailmansodan aikainen pommi;A World War II bomb ("from the time of");Második világháborús bomba ("idejéből")
kylmän sodan aikainen bunkkeri;A Cold War bunker ("from the time of");Hidegháborús bunker ("idejéből")
jääkauden aikainen taideteos;An Ice Age artwork ("from the time of");Jégkorszak műalkotása ("idejéből")
sisällissodan aikainen taistelutunnus;A battle emblem of the civil war ("from the time of");Polgárháborús harci jelvény ("idejéből")
jääkautinen hiidenkouru;A glacial chute (ice age);Jégkorszaki jégvájat
rautakautinen kalmisto;An Iron Age burial ground;Vaskorai temető (vaskor időszaka)
pronssikautinen hauta;A Bronze Age grave;Bronzkori sír
kivikautinen man;A Stone Age man;Kőkori ember
liitukautinen dinosaurus;A Cretaceous dinosaur;Krétakori dinoszaurusz
elinkautinen tuomio;A life sentence;Életfogytig tartó ítélet
vuorokautinen työaika;A daily (24 hours) work schedule;Napi (24 órás) munkaidő
kaksivuotinen työohjelma;A two-year work program;Kétéves munkaterv
kuusivuotinen koulutus;A six-year education;Hatéves képzés
kymmenvuotinen sota;A ten-year war;Tízéves háború
16-vuotinen valtakausi;A 16-year reign;16 éves uralkodás
3-vuotinen sopimus;A 3-year contract;3 éves szerződés
20-vuotinen ura;A 20-year career;20 éves karrier
Nokian 126-vuotinen historia;Nokia's 126-year history;A Nokia 126 éves története
asiakirjojen 25-vuotinen salassapito;The 25-year confidentiality of documents;Az iratok 25 éves titoktartása
edellisvuotinen päätös;The decision of the previous year;Előző évi döntés
jokavuotinen tapahtuma;An annual, yearly event;Éves esemény
kokovuotinen vaikutus;The full-year effect;Egészéves hatás
monivuotinen aikataulu;A multi-annual timetable;Többéves ütemterv
monivuotinen kasvi;A perennial plant;Évelő növény
kaksivuotinen kasvi;A biennial plant;Kétéves növény
kuolemanjälkeinen elämä;Life after death;Az élet a halál után
sodanjälkeinen Eurooppa;Post-war Europe;Háború utáni Európa
joulun jälkeinen tilanne;The post-Christmas situation;Karácsony utáni helyzet
leikkauksen jälkeinen aika;Postoperative time, the time after a surgery;Műtét utáni időszak
avioeron jälkeinen riita;The post-divorce dispute;Válás utáni vita
ottelun jälkeinen lehdistötilaisuus;The post-match press conference;Mérkőzés utáni sajtótájékoztató
synnytyksen jälkeinen masennus;Postpartum depression, depression after giving birth;Szülés utáni depresszió
urheilu-uran jälkeinen elämä;Life after a sports career;Sportkarrier utáni élet
rasituksen jälkeinen uupumus;Post-exertion exhaustion;Terhelés utáni kimerültség
haudantakainen;Posthumous, beyond the grave;Holttest utáni, posztumusz
kuolemantakainen;Posthumous, beyond death;Halál utáni, posztumusz
merentakainen;Overseas;Tengerentúli
rajantakainen;Behind the border, on the other side of the border, cross-border;Határon túli, a határ másik oldalán
seläntakainen;Backbiting, behind someone's back;Hátba szúró, valaki háta mögött
muutaman vuoden takainen tuomio;The verdict from a few years ago;Néhány évvel ezelőtti ítélet
neljäntoista vuoden takainen kuolema;The death from fourteen years ago;Tizennégy évvel ezelőtti haláleset
McGregorin vuoden takainen voitto;McGregor's victory from a year ago;McGregor egy évvel ezelőtti győzelme
vuoden takainen rikos;The crime from a year ago;Egy évvel ezelőtti bűncselekmény
puolen vuoden takainen ottelu;The match from half a year ago;Fél évvel ezelőtti mérkőzés
viikon takainen kirje;The letter from a week ago;Egy héttel ezelőtti levél
heikkorakenteinen alus;A weakly structured ship;Gyenge szerkezetű hajó
kevytrakenteinen lentokone;A lightweight, lightly built aircraft;Könnyűszerkezetű repülőgép
lujarakenteinen rakennus;A sturdy building, built to withstand;Erős szerkezetű épület
raskasrakenteinen kuorma-auto;A heavyset truck;Nehézszerkezetű teherautó
tiivisrakenteinen malto;Malt with a dense, compact structure;Sűrű szerkezetű maláta
vahvarakenteinen hevonen;A solidly built horse;Masszív felépítésű ló
vankkarakenteinen kone;A robust machine, with a sturdy structure;Erős szerkezetű gép
kasvipohjainen materiaali;A plant-based material;Növényi eredetű anyag
vesipohjainen maali;A water-based paint;Vízbázisú festék
saippuapohjainen pesuaine;A soap-based detergent;Szappanalapú tisztítószer
öljypohjainen kastike;An oil-based sauce;Olaj alapú szósz
pehmeäpohjainen kenkä;A soft-bottomed shoe;Puha talpú cipő
kovapohjainen kenkä;A hard-bottomed shoe;Kemény talpú cipő
paksupohjainen kattila;A thick-bottomed kettle;Vastag aljú fazék
ohutpohjainen pizza;A thin-bottomed pizza;Vékony aljú pizza
tasapohjainen vene;A flat-bottomed boat;Lapos aljú hajó
sileäpohjainen vuoka;A smooth-bottomed casserole;Sima aljú tepsi
maapohjainen talli;A stable with an earthy bottom (floor);Földes aljú istálló
hiekkapohjainen lahti;A bay with a sandy bottom;Homokos aljú öböl
tunnepohjainen reaktio;A feeling-based, emotional reaction;Érzelemalapú reakció
ilmiöpohjainen oppiminen;Phenomenon-based learning;Jelenségalapú tanulás
kasviperäinen jäte;Waste of vegetable origin;Növényi eredetű hulladék
eläinperäinen tuote;A product of animal origin;Állati eredetű termék
luontoperäinen lannoite;A fertilizer of natural origin;Természetes eredetű műtrágya
ihmisperäinen kudosnäyte;A tissue sample of human origin;Emberi eredetű szövetminta
eloperäinen maaperä;Soil of organic origin;Szerves eredetű talaj
kokemusperäinen tieto;Experiential, empirical knowledge;Tapasztalati tudás
järkiperäinen selitys;A rational explanation;Ésszerű magyarázat
hämäräperäinen lähde;An obscure source;Homályos eredetű forrás
hämäräperäinen liiketoiminta;A shady business;Sötét ügyletek
alkuperäinen päätös;An original, initial decision;Eredeti döntés
alkoholipitoinen juoma;An alcoholic drink;Alkoholos ital
fluoripitoinen hammastahna;A fluorinated toothpaste;Fluoros fogkrém
happipitoinen ilmakehä;An oxygenated atmosphere;Oxigéndús légkör
hiilipitoinen aines;A carbonaceous material;Szénben gazdag anyag
rautapitoinen ydin;A ferrous core;Vasban gazdag mag
typpipitoinen ilmasto;A nitrogenous atmosphere;Nitrogéndús légkör
kuitupitoinen ravinto;A fibrous diet;Rostban gazdag étrend
energiapitoinen elintarvike;An energy-rich food;Energiadús élelmiszer
ravinnepitoinen lannoite;A nutrient-rich fertilizer;Tápanyagdús műtrágya
hiekkapitoinen maakerros;A sand-rich soil layer;Homokban gazdag talajréteg
sokeripitoinen välipala;A sugary snack;Cukros nasi
rasvapitoinen voide;An oily cream;Zsíros krém
suolapitoinen maaperä;Salty soil;Sós talaj
jodipitoinen suola;Iodised salt;Jódosított só
lyijypitoinen bensiini;Leaded petrol;Ólmozott benzin
happopitoinen plakki;Acidic plaque;Savtartalmú plakk
kalkkipitoinen maaperä;Calcareous soil;Meszes talaj
metallipitoinen hiekka;Metalliferous sand;Fémes homok
kivennäispitoinen maa-aines;Mineral-rich soil;Ásványi anyagban gazdag talaj
kotitekoinen juusto;A homemade cheese;Házi készítésű sajt
omatekoinen lahja;A self-made gift;Saját készítésű ajándék
karkeatekoinen kaappi;A roughly made, rustic cupboard;Durván készített, rusztikus szekrény
nopeatekoinen kakku;A quickly made cake;Gyorsan készített torta
lujatekoinen pöytä;A solid, sturdy table, made to last;Masszív, erős asztal
tukevatekoinen mies;A muscular man, heavily built;Izmos, erőteljes férfi
rotevatekoinen mies;A bulky man, robustly built;Robusztus, masszív férfi
eteläpuolinen / etelänpuoleinen;Southerly, on the southern side;Déli, a déli oldalon
itäpuolinen / idänpuoleinen;Eastside, on the eastern side;Keleti, a keleti oldalon
pohjoispuolinen / pohjoisenpuoleinen;North, on the northern side;Északi, az északi oldalon
länsipuolinen / lännenpuoleinen;Westside, on the western side;Nyugati, a nyugati oldalon
miespuolinen johtaja;A male leader;Férfi vezető
naispuolinen esimies;A female supervisor;Női felügyelő
sisäpuolinen tasku;An inner pocket, internal, interior;Belső zseb
ulkopuolinen tarkkailija;An external observer, exterior, outer;Külső megfigyelő
tasapuolinen edustus;Equitable representation, unbiased, impartial;Méltányos képviselet
toispuolinen halvaus;Unilateral paralysis, one-sided, uneven;Egyoldali bénulás
yksipuolinen sitoumus;A one-sided, unilateral commitment;Egyoldalú kötelezettség
kaksipuolinen teippi;A two-sided tape, bilateral (also 2-puoleinen);Kétoldalas ragasztószalag
molemminpuolinen suostumus;A mutual, reciprocal commitment;Kölcsönös beleegyezés
pintapuolinen tutkimus;A superficial or cursory study;Felszínes tanulmány
monipuolinen ruokavalio;A versatile, diverse diet;Sokoldalú étrend
oikeanpuoleinen ajovalo;A right-side headlight;Jobb oldali fényszóró
vasemmanpuoleinen sarake;A left-side column;Bal oldali oszlop
tuulenpuoleinen rannikko;A windward coast;Szél felőli part
järvenpuoleinen mökki;A lakeside cottage, facing the lake;Tó felőli nyaraló
kadunpuoleinen ikkuna;A streetside window, facing the street;Utcai ablak
tienpuoleinen reuna;A roadside edge, facing the road;Út felőli szél
äidinpuoleinen isoisä;A maternal grandfather;Anyai nagypapa
isänpuoleinen isoisä;A paternal grandfather;Apai nagypapa
Euroopan puoleinen Venäjä;The Europe-side of Russia;Oroszország európai oldala
(auton) matkustajan puoleinen kylki;The passenger side flank (of the car);Az autó utas oldali oldala
(talon) olohuoneen puoleinen lattia;The floor on the living room's side (of the house);A nappali felőli padló
(talon) rautatien puoleinen pääty;The railway facing end (of the house);A vasút felőli vég (a háznak)
seinänviereinen penkki;The bench next to the wall;Fal melletti pad
keittiön viereinen huone;The bedroom next to the kitchen;Konyha melletti szoba
tontin viereinen katu;The street next to the plot;Telek melletti utca
järven viereinen sauna;The sauna next to the lake;Tó melletti szauna
valtatien viereinen rakennus;The building next to the highway;Autópálya melletti épület
autotallin viereinen talo;The house next to the garage;Garázs melletti ház
suonensisäinen;Intravenous;Vénás
solunsisäinen;Intracellular;Sejten belüli
maajoukkueen sisäinen ryhmähenki;The team spirit within the national team;Válogatott belső csapatszellem
puolueen sisäinen ongelma;Internal party problem;Párt belső problémája
eduskunnan sisäinen tarkastus;Internal audit of parliament;Parlament belső ellenőrzése
vanhemman sisäinen ääni;The inner voice of a parent;Szülő belső hangja
ryhmän sisäinen viestintä;Intra-group communication;Csoporton belüli kommunikáció
Venäjän sisäinen matkailu;Russian inland tourism;Oroszországi belföldi turizmus
tasavälinen jaotus;An even distribution, equidistant;Egyenlő távolságú elosztás
tieteidenvälinen tutkimus;An interdisciplinary study;Tudományok közötti kutatás
alueidenvälinen yhteistyö;Interregional cooperation;Régiók közötti együttműködés
lajienvälinen vuorovaikutus;Interspecies communication;Fajok közötti kölcsönhatás
mannertenvälinen liikenne;Intercontinental traffic;Kontinensek közötti közlekedés
ihmistenvälinen etäisyys;Interpersonal distance;Emberek közötti távolság
hallitustenvälinen konferenssi;An intergovernmental conference;Kormányok közötti konferencia
kansainvälinen lentoasema;An international airport;Nemzetközi repülőtér
tähtienvälinen avaruus;Interstellar space;Csillagok közötti űr
valtioiden välinen koalitio;An interstate coalition ("between states");Államok közötti koalíció
kaupunkien välinen lento;An intercity flight ("between cities");Városok közötti repülés
Maan ja Kuun välinen etäisyys;The distance between Earth and the Moon;A Föld és a Hold közötti távolság
joukkueiden välinen ottelu;The match between the teams;Csapatok közötti mérkőzés
urheilijoiden välinen kunnioitus;Respect between athletes;Sportolók közötti tisztelet
osapuolten välinen ikäero;The age difference between the parties;Felek közötti korkülönbség
Kiinan ja Venäjän välinen suhde;Relations between China and Russia;Kína és Oroszország közötti kapcsolatok
vedenalainen kaapeli;An underwater cable;Vízalatti kábel
pinnanalainen lämpötila;A subsurface temperature;Felszín alatti hőmérséklet
maanalainen kaivos;An underground mine;Föld alatti bánya
kyseenalainen keino;Questionable, dubious means;Kétséges módszer
kiistanalainen teoria;Disputed, controversial theory;Vitatott elmélet
veronalainen toimi;A taxable transaction;Adóköteles művelet
laaja-alainen ilmiö;A widespread phenomenon;Széles körű jelenség
valtioneuvoston alainen viranomainen;An official under the Council of State;Államtanács alatti hivatalnok
kovakalvon alainen verenvuoto;A subdural bleeding;Agyhártya alatti vérzés
Valviran valvonnan alainen työntekijä;An employee under the supervision of Valvira;Valvira felügyelete alatti alkalmazott
virallisen syytteen alainen rikos;An offense under official prosecution;Hivatalos vádemelés alatti bűncselekmény
lehtipuuvaltainen metsä;A deciduous forest;Lombhullató erdő
koivuvaltainen metsä;A birch-dominated forest;Nyírfadominált erdő
mäntyvaltainen metsä;A pine-dominated forest;Fenyődús erdő
miesvaltainen työpaikka;A predominantly male workplace;Férfidominált munkahely
naisvaltainen ala;A predominantly female field of work;Nőidominált szakma
arvovaltainen mies;A prestigious, authoritative man;Presztízsértékű, tekintélyes férfi
kokonaisvaltainen strategia;A holistic, comprehensive strategy;Átfogó, teljeskörű stratégia
mielivaltainen toiminta;An arbitrary action;Önkényes cselekedet
omavarainen;Self-sufficient, self-contained, not dependent on anything;Önellátó
tulkinnanvarainen;Ambiguous, dependent on one's interpretation;Értelmezésre szoruló
harkinnanvarainen;Discretionary, dependent on one's own discretion;Mérlegelésen alapuló
valinnanvarainen;Optional, dependent on the person choosing;Választható
sopimuksenvarainen;Contractual, based on an agreement;Szerződéses
muistinvarainen;Based on memory alone;Memórián alapuló
sattumanvarainen;Coincidental, based on chance, luck;Véletlenszerű
vaistonvarainen;Instinctive, intuitive, dependent on one's instincts;Ösztönös
silmävarainen;To be interpreted visually, dependent on what one sees;Szemrevételezéssel történő
luvanvarainen;Subject to license, dependent on whether you have a permit;Engedélyköteles
vieraanvarainen;Hospitable, welcoming guests;Vendégszerető
omakohtainen kokemus;Subjective, first-hand experience;Saját tapasztalat
ajankohtainen aihe;Current, topical subject;Aktuális téma
yksityiskohtainen selitys;Detailed, elaborate explanation;Részletes magyarázat
